Original Key,Length,Text,Text Length
0reLP4Ynpnk_5-5-rgb_front,280,"That being said, you do want to water it probably every second or third day, if it's in a dry hot condition.",108
1F1WadkaAcI_25-5-rgb_front,283,When you play twenty questions there are typical questions that you ask that'll help you narrow down quickly what the item is.,126
1-2UTIfxWao_0-5-rgb_front,344,"Okay, so this is the second leg that we did, and this is the one that we cut off, it has the seam binding on it or hem tape, whatever you want to call it.",154
3Uu9_GGILmc_16-8-rgb_front,141,"Little by little, depending on how exciting you want go with this look.",71
1oTRvR_Y0Lw_9-8-rgb_front,230,"You can also do the same thing; you can cut up night crawlers into very small pieces; again, put those down the hole.",117
1gqVLt2Z-DY_0-8-rgb_front,145,"Another way that things happens is, as the child ages, they obviously start to fall a lot.",90
1imaK8eDk5Q_1-8-rgb_front,80,I'd like to talk to you right now about how to slim the waist.,62
fxLUOvJTM0U_4-5-rgb_front,688,"However, if you already have access to that individual's driving record, you may have the driver's license information, which you can then put into various databases, to find out whatever information you're looking for.",219
BsN-7BOFXX4_11-3-rgb_front,533,You want a nice smooth take off and you get up to your altitude and then it is not uncommon for a plane to make 2 or 3 course corrections as they vector to one place and then they vector over to this one and then they finally land nice and smoothly.,249
12Y6ujgJ_2Q_23-8-rgb_front,154,"Make sure you apply firm pressure across all of it, removing any water bubbles.",79
14UHnRRd3GM_4-8-rgb_front,393,So as you turn you are not only turning basically the opposite of the way that you do when you rolling forward but any sort of motion that come through the front end is going to effect the way that your bike turns much faster.,226
EIpx6DCSGFA_8-5-rgb_front,53,And then I get my last card.,28
d7ZnbqAlscs_8-5-rgb_front,254,"So if your body is busy getting rid of alcohol, then it's not going to have the resources to get rid of the germs that are going to cause a cold.",145
5k66qfWaM7E_0-8-rgb_front,79,Now let's start combining the strips of our image.,50
3uRgOnJbEkI_0-8-rgb_front,59,The next step is called a V step.,33
1Qz0SIXS3no_26-5-rgb_front,30,Bring it back up.,17
2Z3CpALUO9o_4-8-rgb_front,28,It really helps.,16
BTjsEc67kyM_5-5-rgb_front,150,"You don't have to be aggressive and mean, but, no I rather not talk about that.",79
1EjirYBswwU_3-5-rgb_front,71,And the lats are the wings on the side of your body.,52
C8GFJV9AXYM_1-8-rgb_front,309,"So you can put it at any of the corners and, what you're going to do, is take some glue and just put some glue on the back of your spider, in the middle of those knots it builds up a good base for us.",200
aa3nSACjDQM_22-5-rgb_front,374,Nurse shark males can be easily distinguished from females by the presence of two claspers located on either side of the underside of their body near the anal fin.,163
1fZfM65z0zk_5-8-rgb_front,95,And usually concealer is not used over the entire face.,55
eYT03gNpayI_8-8-rgb_front,40,They all have an on and off switch.,35
0wg18YtiA28_13-5-rgb_front,501,"So, when you look at what you're putting into the board, make sure that you really have an understanding of while you're having fun with it, what it really means to you, because if you connect into it on an emotional level, then it's going to have more meaning for you.",269
aUBQCNegrYc_4-1-rgb_front,305,"Yeah, she's going to take her knees wide and place her hands in between her knees and spread her fingers nice and wide; now, notice how she bent her elbows and pull them to the insides of her knees.",198
1mTkXsCyPhU_13-8-rgb_front,24,It's an advantage.,18
2ckGjVDGnYE_9-8-rgb_front,71,And you switch it to the other side.,36
b-PYYUYz1V4_11-2-rgb_front,111,"So you're going to paint, lift and release.",43
EtbvdM_PTy0_3-5-rgb_front,173,Now with the drain and the vent system those work together.,59
4C6UadTF65I_5-5-rgb_front,334,"It could be just little squiggles, you can draw an actual character, anything you have interest to put on there.",112
EBmoqACA2tE_5-8-rgb_front,134,These are real nice because you don't have to do any folding of the ground cloth or anything like that.,103
-0N0jbyBW6g_8-5-rgb_front,355,"These kits are available in most craft stores, and it gives you some flexibility as to what kind of designs you like.",117
e_S9g_NKlvY_1-8-rgb_front,106,Today we are talking about how to purchase a winter horse blanket.,66
aI092VEhmRU_14-8-rgb_front,158,On a diesel tractor they're much lower maintenance than a gasoline engine machine.,82
0IEzAXxCjO4_14-5-rgb_front,59,They can still operate heavy equipment.,39
1EY3NXNHHhc_2-5-rgb_front,375,"So, from a seated position, you're just going to swing your legs over and we're going to gently, one leg at a time, lie yourself down and you can place your hands, under your leg, if you'd like.",194
1k093vlWd9g_9-8-rgb_front,138,You want to get ads that are accessories; you're going to have accessories in your collection.,94
Ci8otvMiZJU_13-5-rgb_front,181,I want to talk like this or I want to talk like that with a lower pitch.,72
1UB3Hyum1m4_13-5-rgb_front,110,We have a clamp that will clamp this to your table.,51
cRrKSTsUW10_4-2-rgb_front,50,Then you're going to cleanse the skin.,38
b4bK9WtPz4A_11-5-rgb_front,288,"What kind of toys does it like to play with, so that I can make the bird more comfortable.",90
a8QR93muFQ0_15-8-rgb_front,536,"Either something you apply wet or dry prior to flat ironing in order to really protect that hair from that heat because that heat just directly on the hair shaft and it is basically like baking the hair so you just want to make sure that whichever one you choose, you always use some sort of protection on your hair.",316
1EaPhQ-7CsA_10-5-rgb_front,185,"Generally, I'm a fan of just going ahead and getting the adult-sized cage right away.",85
3xag4Y3JqHo_5-8-rgb_front,220,"So then that tooth is protected and once its protected, that tooth should be able to function back like a normal tooth.",119
fxtkHe6zRFg_19-5-rgb_front,44,That's how you put on a harness.,32
2-zlrJXlOGA_9-8-rgb_front,213,"Go to the restaurant and say look, I'm interested in you, be it male or female, and say I would like to get to know you better.",127
1EjirYBswwU_6-5-rgb_front,370,That and at the same time I'm going to be twisting my hips to even greater the distance away from my hip to my shoulder.,120
-b7KlePxsAs_2-8-rgb_front,189,"For example, this company is called Natori, and they make a bra that is wider in the wire and shallow in the cup.",113
dnHhd661caQ_14-8-rgb_front,235,Now we don't want just bubbles of the same shape which is why I recommend also using the smaller circular foam brush.,117
F1495o0hagE_3-8-rgb_front,165,"Since I hoop to the left, I'll start with my right hand, hold the hoop at your hip.",83
19fVNSOqyiY_9-8-rgb_front,335,"While you're here, keep the palms flat on the floor, keep the fingers spread, keep the shoulder blades wide and inhale and exhale through the nose.",147
bhwmLgCrgVU_21-8-rgb_front,21,No big deal.,12
FSfYt1I8xq0_6-3-rgb_front,33,I need a savior.,16
1mrUTikYY-c_24-11-rgb_front,140,"And, all that that is is laminating resin with a surfacing agent in it that you add.",84
1SMnc4uRVLo_10-5-rgb_front,248,"You are not going to want to contaminate these with urine, nor are you going to want to touch any of this with your bare hand.",126
dnHhd661caQ_7-8-rgb_front,206,"Basically what you're going to do is take your foam brush, put paint on the top and put it on here.",99
1_ydoQEkeWA_6-8-rgb_front,249,So for somebody who is looking to test a child or spouse to see whether or not they're using drugs a cheek swab may be more advisable.,134
1DgRPcY65Mk_7-5-rgb_front,245,"And you'll want to work, not right on the edge because the spoon gets too heavy so, but, where you can roll it.",111
3JIZryXZ-AA_8-8-rgb_front,93,That can make it a little bit difficult for a wine to match up with chocolate.,78
1RxYvOvKHkU_15-5-rgb_front,639,"It started hard, it's easy and it needs more of a challenge so to avoid those plateaus find some other exercises that you might like to do and incorporate those so maybe Monday you will go for a walk, Tuesday you go for a swim, Wednesday you go for a bike ride, etc.",266
fHPQ0WYfLmI_0-5-rgb_front,58,"Hi, my name's Tim Cole.",23
1Z4f7kN6yWY_1-8-rgb_front,420,"The next thing I'm going to do is take a paint brush, you could do this with your finger or sponge, and simply go all the way around and put slip all over my scored area, like this.",181
fGcgX2F_Epc_16-3-rgb_front,333,Also the width and the length of the volleyball court is thirty feet by sixty feet so you want to make sure that you get lines that fulfill those requirements for the volleyball net.,182
032PDxai5GE_2-8-rgb_front,58,There are multiple ways to hold your sabre correctly.,53
0HObK-sd2ds_12-5-rgb_front,115,You want to have extra toilet paper.,36
furfAAKJFvw_15-4-rgb_front,206,"And the bancha as well they add rice kernels, and they call that genmaicha, which is made from, again the same style tea, it's just when it's picked.",149
59xX5JTRuk4_12-8-rgb_front,196,"One, two, three, one, two, three, one, two, three, one, two, three, one, two, three, one, two, three, one, two, three, one, two, three.",135
4UlmDZi98fk_21-5-rgb_front,301,"So maybe buying an external hard drive to keep your music and movies and whatever, your personal files on that.",111
azmxjENWcXo_11-5-rgb_front,99,Sometimes you can buy a shoe that's a little more of a dull finish.,67
EF4dlnqkJ3w_7-8-rgb_front,128,"Make sure you have the hip width apart, same position that you set up for a punch.",82
F0Cu-UAAR8I_3-8-rgb_front,281,Let's just assemble I'm going to spray down my dish just because it makes me sleep better at night just knowing that it's not going to stick.,141
cEmmjObvNZE_7-5-rgb_front,68,What is the character talking about?,36
3-fARE8grc0_22-8-rgb_front,20,Okay Guy.,9
47oJoR2BC34_15-8-rgb_front,115,So those are some of the ways that I would become a medical photographer.,73
cd6_MRFSaBg_5-5-rgb_front,134,"Make sure that you take pieces, and cover up all of the spaces.",63
1h0-Yi_Swbw_0-8-rgb_front,115,"Hi, I'm Robert Nizza, with the BTI group, in San Francisco.",59
09wc1lfk_P4_0-8-rgb_front,15,Hi.,3
-3sFcDBFxc8_9-5-rgb_front,189,"And I'm just going to light it, and it might take a couple of times to get the lighter going.",93
1GlHmFJA0LQ_17-8-rgb_front,203,"In conclusion, you've seen us start from scratch, from building a pattern and making a pattern into the finished product.",121
1FMpHi-f3WY_9-5-rgb_front,219,What we're going to do is we're going to start by pruning the ends off the branch.,82
DFZqxH4r1mA_3-8-rgb_front,109,"Even if they don't pay, you're getting your poetry published into a book format.",80
00xgNW3M4-4_9-3-rgb_front,143,When you're growing sunflowers from seed there's a lot of easy tricks that you can do.,86
Fw5oYBjjmSI_18-5-rgb_front,104,So always wear goggles when you're working with glass.,54
aG3SkYk_V1U_9-3-rgb_front,199,"To make it even more extravagant, you can add a DVD pop out player, just all sorts of things if you want to go all out on this gift.",132
1g93sGtZViI_5-8-rgb_front,179,"You can get them in, some of my favorites are blues and greens and purples and reds.",84
1wa2jHu3Jj4_7-8-rgb_front,129,"Here, this ink from the tube is just going to be perfectly fine to get what we need for this proof.",99
ckEfgaF2ZKc_3-8-rgb_front,151,"On this section of wall, I want an electrical box to go right here.",67
3uWEhIUwMrY_7-8-rgb_front,48,"Okay, so we got our beer, alright?",34
BJZFpsaYwgI_12-8-rgb_front,46,Those are very big safety things.,33
49P4e1DLm6w_6-8-rgb_front,58,Anything that's got a narrow mouth on it.,41
cZhGkz4jNnk_4-8-rgb_front,128,"Once you've picked green tea, what's usually done it's taken automatically into heat.",85
34N8w-SDIc4_6-5-rgb_front,305,You will actually see the lines of your clipper blade so again it's extremely important as you're coming up to rock out with the clipper blade.,143
FQsLcgxOReU_7-5-rgb_front,201,"But if I have some current flowing through the foam pile, thatâs going to allow me to do a lot of freestyle moves.",116
0Esq_TAc-1Y_11-5-rgb_front,243,"These scissors can be used for trimming around the eyes, trimming around the face, trimming around the feet.",108
-8tIt1vEinQ_12-8-rgb_front,210,"I don't know, let's try some yellow.",36
2ZOSvpNBx5M_3-3-rgb_front,128,"It allows the sparks, most of the sparks to go into the water and settle to the bottom.",87
1T7lJGCShG0_7-5-rgb_front,451,"If you have a more oiler skin type and you feel like you get very shiny, then you might want to use a more matifying foundation, but you still want to use a liquid because this is a glowy, dewy, healthy look.",208
15HbVwQP1Qw_16-5-rgb_front,445,"You want to, you want to be careful with acne skin though because you, you want, you want to cleanse it and you want to put the right products on there.",152
1JfvA3hlnJs_17-5-rgb_front,186,"Now, this can also cause intestinal blockage which could require a surgery.",75
2q5qGVs_7Wo_12-8-rgb_front,154,But you do want to watch out for any diseased fish.,51
0veHGYSKaDc_0-8-rgb_front,72,"Hello, I'm Sifu Mallon with the Clearwater Kung Fu center.",58
1EV7AT_lBno_43-5-rgb_front,33,Get comfortable.,16
0Klw2OYcfoE_7-5-rgb_front,161,"And then, you have--let's say, your baseball players.",53
1NsGTF3dlIo_10-8-rgb_front,45,You just want to cut it in half.,32
aGITFRfpMJA_0-8-rgb_front,95,Alright we're going to explain a little bit about making spares.,64
FkXTd89z44o_3-5-rgb_front,400,So we all had people when they come into our salon that normally we would go ahead and judge the sideburns kind of on the same areas where we did on the ears.,158
aI092VEhmRU_10-8-rgb_front,156,"And then your engine oil, which the filters visible on this side of the tractor, but it's very similar to this.",111
-7BtY3iQIdo_16-8-rgb_front,268,"And, you're going to place them right on that border and go all the way around the cake.",88
aPWX82zLo50_24-5-rgb_front,100,Shampoo first but rinse very well.,34
5luHDO0IMx4_3-5-rgb_front,103,You want to have a good amount of that hay coming out.,54
e9KEGfUEhMk_10-5-rgb_front,415,"I'm going to line my fingers up again at either side, and push it forward slightly, like so.",92
0z-gCDC8oOw_4-8-rgb_front,159,The ball joint press itself has a hex head on it which where you are going to put your socket at.,97
1D4N5VhBMmg_9-5-rgb_front,39,We're going to set a timer.,27
1--HXyOH4kg_16-5-rgb_front,906,"The important thing is to be able to enjoy the exercise and utilizing the Access Bar, and applying this whole concept of the energy system is what enables us to really be able to enjoy the activity, so we look forward to it, to the next day.",241
-9KqRMBAAsA_5-3-rgb_front,199,"But to power it up, first, make sure your sander is in the off position, make sure the power switch is off.",107
0xxbsy0Ek9I_25-5-rgb_front,275,"And what's going to happen is, after we've selected what we want, we can come in here and hit our Quick Mask tool and release it.",129
EmmuWoCUgXs_10-8-rgb_front,473,"But if there's a way that you can make them minimal, such as buying equipment that maybe has been used, or equipment that is on sale because newer technologies have come out, but you could still use that type of equipment for the genre of photography business that you start.",275
asnjOLvpsoQ_3-8-rgb_front,78,Before you can become a practicing psychologist.,48
eANyqXdSpSk_11-5-rgb_front,51,Then give it a glide down.,26
13xhoBKaViM_0-8-rgb_front,39,"Hello, this is Anthony.",23
06jk1stVwMI_5-5-rgb_front,338,"You want to bring your feet about hip width apart, heels slightly closer to the hips than you normally would, arms dropped down to your sides, palms on the earth.",162
1F1WadkaAcI_11-5-rgb_front,38,Is it a carnivore?,18
1cDoGd8wPfw_16-5-rgb_front,83,"And one, two and three, four.",29
1-9KdWON_R0_0-5-rgb_front,39,"Hello, my name is Scott.",24
1bA7XtuyoYY_6-8-rgb_front,169,"So when you breathe, you want to inhale to prepare, exhale as you twist.",72
3yeunpfsN_Q_6-3-rgb_front,44,That's why I've got a strap around my waist.,44
Du41T4cbdds_7-5-rgb_front,143,You want to read your brake fluid to make sure you're putting the right brake fluid in.,87
1ND0o3AeO1k_10-5-rgb_front,100,So we're going to start with these.,35
FadLsYNd2tk_4-5-rgb_front,484,"It's going to take a lot more, he's got to use his ears, he's got to hear how solidly it's hitting the wall and he's also got to determine if it's going to come off the back wall, cause if it's not going to come off the back wall you got to get it while it's in the air so let's see how he does.",295
1iJg1Tm5Q1w_6-8-rgb_front,501,"The tension system is one of three different systems; a manual hand crank system, a, a tension pulling system, which is electric, as well as a drop weight system, which can either be electric or manual.",202
0HR9yZVt2F4_6_7-5-rgb_front,753,"Big inhale, exhale in the contraction, boom, that's point right there, elbows straight out to the side and release. Keeping a nice contraction in the edge, to keep your gravity from pulling you forward or letting the weight pull you backward and release.",254
03EzcoSP2pc_12-8-rgb_front,181,"It's a very short shot, so usually it's taken with some sort of accuracy or power.",82
1b7CDv-Ssuw_7-8-rgb_front,63,You are going to take a small curling iron.,43
d-cJHsXcKCQ_4-8-rgb_front,150,So what you really want to do is position yourself where the waves are about to break and you want to be there.,111
2oU9Ea0gGsA_6-8-rgb_front,200,Do a half a roll first and then you can do three quarters of a roll and then you can do a full roll.,100
1HVI7U22egg_4-5-rgb_front,74,Just make sure you do that.,27
cOQgnuYJzyw_7-8-rgb_front,110,"We're going to get sick of it, and also how are we going to know when to start these cheers.",92
3TKkSL9OYAg_12-5-rgb_front,34,Look how pretty that is.,24
1REXebJzhBs_7-5-rgb_front,259,"If you do not feel a pulse, if they're unresponsive and not breathing, then they are in cardiac arrest.",103
dtFZRmK3tro_8-8-rgb_front,200,"And again you just peddle forward like a normal bike, and go backwards to apply the breaks.",91
F5aaCX9R5K0_10-5-rgb_front,221,"Again, you want to do this two or three times with a different paper cloths.",76
1-VX310yQTw_40-1-rgb_front,20,That's not good.,16
CmFW0P_9Tmw_22-8-rgb_front,259,"So when you start pushing it to twelve, when you start pushing it to thirteen, then you're taking full responsibility, you're telling your partner I probably have two extra tricks.",180
EVXMvKdabuc_25-1-rgb_front,113,And a piesta resistance is Godiva liquor.,41
Ch6nqZwWgbw_12-5-rgb_front,307,"So, what he wants to be focusing on is the feelings of being a very happy, joyful golfer playing at a competitive level.",120
37dhRkNvV0M_0-5-rgb_front,91,"Sukhasana, easy sitting pose.",29
5dqnMgr62_w_1-8-rgb_front,368,"You know this is not a get rich quick business you guys and anything that's worthwhile, we all know that in life we've been taught, takes a little planning and thinking and it's about working smart and deciding what's best for you.",231
D0T7ho08Q3o_25-2-rgb_front,3,Good.,5
1WWRpyZXTnU_3-5-rgb_front,311,"And this is more of like, this kind of Hot Pink-Red and it sort of gives that Bee Stung look.",93
15sMl7bHH5s_5-8-rgb_front,451,"Another way you can go is, amtamassage.org is for the American Massage Therapy Association, they have a list of all their professionals on-line, and they're certified and registered massage therapist, so that's the safe way to go.",230
EhkIOccpxGw_5-5-rgb_front,224,There is a number of good patterns ideas that you can get from your local fabric store.,87
30y7o8ANntQ_3-5-rgb_front,344,So you need to get all the details you don't want to do the training and then be disappointed it if you don't meet the deadlines and applications to get in.,156
0tyxKl8Uzy4_11-8-rgb_front,285,You can actually keep track of all that information right in the computer and in addition to that there's another place that you can store information besides tracking it yourself on excel spreadsheet.,201
1Ve6jGdkdRY_10-5-rgb_front,144,It's very traditional to have lots of fringe in the Turkish style costumes.,75
1jREUW8hcAY_6-8-rgb_front,83,Salicylic acid is a really great ingredient for that as well.,61
dnHhd661caQ_12-8-rgb_front,64,About a half circle and then to pull away.,42
EmxarfGOKd0_7-8-rgb_front,103,This can also compromise the health of your leopard gecko.,58
eUgIpi7-Aqo_5-8-rgb_front,158,"Here the root itself, here is cross section of it when it is sliced.",68
20qFsdFD3io_33-8-rgb_front,140,"I'd like to test my nunchucks out before I use them, and this is the best pair that I found.",92
bL2Lb4XEQdQ_24-9-rgb_front,189,Now we've gotten to about that point we want to switch to a less saturated tarleton.,84
bwnfdMdvWFQ_7-4-rgb_front,318,You definitely want to use more products with pure hyaluronic acid in it for more mature skin use the moisturizers that have the antioxidants in them and your vitamins in there.,177
a9abAEFmEQQ_8-5-rgb_front,193,This is the way to eat this just go ahead and dig in.,53
-cjui5FUrLQ_9-5-rgb_front,49,That's what this is for.,24
3LhPYQ2oVrc_3-3-rgb_front,66,"And they're very, very simple to draw.",38
ewTRUmG6X3g_11-8-rgb_front,145,So you want to make sure your elbow is coming up and then you?re rolling down here.,83
14ZYG0hU6G8_8-8-rgb_front,55,So her hair color processes properly.,37
ESNX4Yoy2M8_9_10-5-rgb_front,425,"So hairspray definitely not, I wouldn't recommend it. Would it help, possibility but definitely I don't know if I would recommend that as part of your tanning process.",167
0Esq_TAc-1Y_12-5-rgb_front,199,It's important that you've got a comfortable pair that's manageable in your hand.,81
1Y3Ruxz7AUw_4-8-rgb_front,288,"That's transmitted by a mosquito and your puppy would not be born with that, but we're going to talk a little bit about products that we might want to use to keep your dog from getting these worms.",197
eUkBa7h9VGM_0-5-rgb_front,360,"So in my hand is a fiber based print and when you look at this print and you see it, you're automatically like well, what's going on with it?",141
54ERX_j7PGE_12-5-rgb_front,135,And we're just going to discuss how to repair this toilet.,58
F0Cu-UAAR8I_8-8-rgb_front,136,"So it's really up to you just as far as to where you have on hand, how much you want to put in there.",101
1XMJJ7B4Vjo_7-3-rgb_front,209,And once again my name's Michelle and I just showed you how to use mouth rinse to gargle.,89
09pImpqIfaU_5-8-rgb_front,239,"You can stop at 2 rows and just have a thin bracelet, or add another row to make it a little bit thicker.",105
07mFG9turoU_33-5-rgb_front,11,Pulse.,6
csEuySpZgAo_6-5-rgb_front,303,"Since most saw players were men, there was nobody who would teach the younger generation how to play.",101
aAJxGyiEEHU_6-5-rgb_front,256,"This is the ultra clean drill, and what we're doing is making small scooping motions with our boat by using our boat edges.",123
_BOJ9cYPRe4_12-8-rgb_front,46,Woman: I already took it out of the ground.,43
1qBxhsvMUps_2-8-rgb_front,83,You have got to know your body.,31
3JQwNCrx0Wo_3-5-rgb_front,309,"The first thing you'll need is a litter box, you want to make sure it's nice and big, and has a type of litter that the cat is already use to.",142
-b44ieHORm4_6-5-rgb_front,386,When the coffee is ground more coarse the coffee--the water passes through it a lot easier and the shot is going to pour a lot faster.,134
f49dpJCNEfQ_6-5-rgb_front,84,"They usually wear the pony tail's real, real high.",50
EZA2N6-oiEc_0-5-rgb_front,276,In this segment we're going to be talking about jump roping and how jump roping is effective for boxing and how boxing is affected by jump roping.,146
-CmdMw3PKV8_15-8-rgb_front,364,"So these one's have some potential, but I might want to bring into a shoe store to get some insoles in here and then maybe have them or myself just maybe hot glue back in some or super glue back in, some little rhinestones in there.",232
ESNX4Yoy2M8_8-5-rgb_front,165,So it has to say approved for indoor tanning before we let any of our clients use any other kind of product.,108
1gWf0iJUvyg_1-8-rgb_front,219,We call this one the Tommy kick or the Tommy brush because he's basically the guy who does it the best and it kind of got named after him.,138
1dd1IikJ-mU_5-8-rgb_front,5,Okay?,5
ao4EesD6R44_4-5-rgb_front,150,This is an evo so that's how it advances the timing.,52
BlhCuryvt88_12-8-rgb_front,58,You're going to want to get a little bit of water in that.,58
BbBdxWO88-I_31-8-rgb_front,196,But the milk--the reason why the milk is so great is because of the proteins and the vitamins in it that most of the lotions don't have.,136
EYFKrcEtyy8_9-3-rgb_front,278,You just want to line it up so that the back pad does not go any further then the saddle pad and that it is lined up evenly with this side.,139
BuBhhM2a0bw_14-8-rgb_front,113,"Instead of using cows milk, you can use soy milk as well.",57
2t9guhwLcqQ_6-5-rgb_front,359,"But it's important in the beginning to get down on the knee, lightly hold your dog so they learn not to eat the object on the floor.",132
13hOu2Rmsf8_1-8-rgb_front,206,When you trim your toenails your going to want to use a toenail clipper and coarse emery board.,95
2Avq_ST7qPU_17-5-rgb_front,149,"But, it does have a little bit of umph down in the bottom.",58
3rW6wKS5nTU_11-5-rgb_front,79,It holds an edge very well and it's very durable.,49
1VmLO8XFzqE_0-5-rgb_front,839,So we're going to focus on another area that compensates for this tense area in your back where the S curve is and it's in your shoulders so again we don't want to apply too much pressure so again what I'm going to do is kind of put my finger on a cubital and kind of push away from the top of the shoulder blades.,314
001evy9D-mw_8-5-rgb_front,59,As you can see it's not very big.,33
14UHnRRd3GM_5-8-rgb_front,591,For example if you watch and you are rolling if you turn your bike turns very gently where if you are riding backwards you do that and all of sudden your bike is sideways and you have to make sure that you are not making any sudden movements and that you have a nice center weight distribution over the bike.,308
1UD6MhuYox0_8-5-rgb_front,71,"It's rest, rejuvenation.",24
1-9KdWON_R0_5-5-rgb_front,426,"In an indoor climbing situation you can use many different types of faces, cracks, hand-holds to begin the learning process of climbing.",136
0-vrO9sZ5ow_12-5-rgb_front,169,And that is a great way to stretch out your abs and your back on the stability ball.,84
5GF2D_lAus4_1-8-rgb_front,211,"now one thing to keep in mind here is, if you wanted to go just with gold fish you wouldn't need the heater, o.k.",113
01m9yM04RwY_4-3-rgb_front,20,There we go.,12
DxFIaxNaCZI_32-8-rgb_front,134,And so they add weight to the container to prevent the container from tipping over.,83
3xag4Y3JqHo_4-5-rgb_front,379,"Once that's all done, this area is sealed with a rubber-based material, and in doing so, the bacteria from outside cannot go in and from the top, cannot go back out.",165
DQudsojO17s_18-8-rgb_front,26,Drip down.,10
1apM-bFiM8g_2-8-rgb_front,131,There are a lot of web sites now days dedicated strictly to used cars.,70
2-hvU0YdLRY_5-8-rgb_front,135,"You want your feet about shoulder width, toes slightly out.",59
1A25qZmkliU_23-8-rgb_front,153,"You're going to go up, underneath, through the ear, attach it to the face and go back down.",91
DhN9zRgCbBU_1-5-rgb_front,313,"What you need to do with the jump is to teach them to go over them on their own, slowly at first.",97
bALpZEr8flU_10-8-rgb_front,160,I didn't want to pull the weak hair that's already been you know hurt and damaged from all the stuff she did.,109
aibMW4Xt7wA_11-4-rgb_front,73,Widening her shoulder blades away from each other.,50
CISGeIWfI8I_10-3-rgb_front,248,"Remember, there are tons of products on the market everything from foams to sprays to all kinds of things.",106
bP8YvikdELg_9-5-rgb_front,84,Shuffle turn is the first part.,31
0HfN3Ts0FxQ_6-5-rgb_front,45,Evenly coat that.,17
CIYvZ8ZTifY_2-1-rgb_front,161,We've got the outer coat here this is the part that gives us the length.,72
D1oFZIWbw_0_6-8-rgb_front,30,The same general area.,22
DcnH1GxziLs_12-8-rgb_front,157,There are some instances when the designer will be forced to use a black and white logo due to budget constraints.,114
11ysPjNRN4Y_18-1-rgb_front,113,"The lower zone, that is all talking about material things.",58
2QE61mte5v4_13-8-rgb_front,437,Now the reason I'm putting this slight curve into this is that any good wig maker will actually out each individual hair into the hair piece so it gradually starts to go back.,175
CsdpA_b5P8Q_6-5-rgb_front,495,"And if you get, once you've smelled it you want to brew the leaf, and once you brew the tea leaf, and the aroma from the cup has to be stronger or impart something similar of the dry leaf brew, but much stronger.",212
1FClPh-OBvw_1-5-rgb_front,213,"Okay, some of the accessories that come with a bi-fold door, of course, are the handle.",87
1P0oKY4FNyI_6-8-rgb_front,220,The first step is to take 25 and separate the 2 and 5 into two separate numbers.,80
11oEwlBqF2M_2-8-rgb_front,179,This compass can draw a circle on a half a log up to three inches in diameter.,78
cbBb4MkVqQw_11-5-rgb_front,314,"Basically, the bottom line on gossip, is it is a negative thing that is very hard to repair.",92
1E70qW68aZw_1-5-rgb_front,118,And my name is Robert Segundo and today I'm going to teach you how to do this.,78
1sIQ1SMNHqM_4-8-rgb_front,43,You'll be amazed at how this works.,35
C_uFvOlDoX8_11-8-rgb_front,161,"And on the next segment, we're going to explore a little more of the lob serve on the forehand side.",100
09cQe0gC2-0_0-8-rgb_front,98,"Hi, my name's Chance Platt from Humphries Archery here in American Fork, Utah.",78
1oUPuXTsifY_7-8-rgb_front,213,"You will notice which is turning out to be hollow, it is a hollow cylindrical shape.",84
5xHms0g2n_Q_2-3-rgb_front,256,"Sometimes they may have one table, sometimes they may have two, based on the level of difficulty of the course.",111
br-gJiD-YfA_3-5-rgb_front,261,"This is a folding unit here, it allows you to fold it down if you need clearance to get it into a shed or garage.",113
--dANj_01AU_2-5-rgb_front,106,So starting with palming on sen lines with this leg.,52
1mq3cb7aA-Q_2-3-rgb_front,165,That is what makes the sting hurt and some people have a reaction to that as well.,82
c4cLox0Z9AA_8-8-rgb_front,25,They'll say Lucky.,18
1hMYxtfhrzw_4-3-rgb_front,118,And also why they might be a good choice for you to make.,57
1RKg0FfW0To_12-5-rgb_front,573,"Next becomes position whether you utilize the glide technique where your body is actually traveling through a straight line as you approach the ring, body moving back the shot put is placed back, you are balancing off of one leg.",229
1QT8l93Llx8_11-5-rgb_front,105,Those are our four kind of main pillars that we've got.,55
1EV7AT_lBno_44-5-rgb_front,184,"Guys, it's really important when she hits that peak, you've got to get this hand under cause she's going to fall on it.",119
5luHDO0IMx4_2-5-rgb_front,739,"I'm just going to start cutting off some pieces of hay here and I'm going to take the neck of the scarecrow, I want to cover up these safety pins from where we fastened him, so I'm just going to start pushing that down in between and pulling out the ends, and you're going to do that all the way around your scarecrow.",318
5uS1lEos3KI_20-8-rgb_front,105,And that's how you want to put the plastic on her scalp.,56
2ufkA0BzGSY_3-8-rgb_front,193,"But, if you're already at that level and you're ready to move on up to the next level, here's how you get started.",114
E5DPRjL6agA_4-8-rgb_front,124,And then what you are going to do is you are going to take the iron and melt all this wax down into the base.,109
bxzjO0cMUyc_5-8-rgb_front,174,"In this entry way, there are no windows or other way to tell who is on the other side of that door.",99
beZVrUpjpwk_4-8-rgb_front,121,The best way for you to become an accurate shooter is to have your body squared.,80
09KiqMdCSKc_0-8-rgb_front,76,"Now that the face is done, we're going to move on to the eyes.",62
02WRxAwx-Bo_2-8-rgb_front,143,This is called the non-alcoholic Spiced Punch and it's very quick and easy to make.,83
06St8W_JHok_19-5-rgb_front,68,But this here is just too distracting.,38
